,es_word,es_sim,ro_word,ro_sim,it_word,it_sim,pt_word,pt_sim,fr_word,fr_sim,label
frontispiece,frontispicio,0.6639264809333391,frontispiciu,0.4868569216223554,frontespizio,0.6737395288458176,frontispício,0.6238246582380329,frontispice,0.7705076648169167,0.0
gangrene,gangrena,0.7152432227976068,cangrenă,0.502865013044957,,,gangrena,0.6108494391118248,gangrène,0.6607258516009965,0.0
gest,gesto,0.12034568936675931,gest,0.18037977296627014,gesto,0.08244999079419196,gesto,0.13940065528921705,geste,0.25666075309189873,
glabrous,glabro,0.7120062866346033,,,glabro,0.5422243179359679,glabro,0.6651883855543663,glabre,0.7194241098257762,0.0
globe,globo,0.5497554577036925,glob,0.48837768038123297,globo,0.5692870148336586,globo,0.49136021564080956,globe,0.7403708762641439,1.0
globule,glóbulo,0.5548650994113203,globulă,0.4929225599486756,globulo,0.6434876742729176,glóbulo,0.5618979783766388,globule,0.586237608446218,0.0
gout,gota,0.49201546683929787,gută,0.6023667769954693,gotta,0.4893396876091955,gota,0.3518111205512014,goutte,0.45197002945292913,
grammar,gramática,0.6765131039398844,gramatică,0.5781403503780683,grammatica,0.6488433146001511,gramática,0.5951369670339877,grammaire,0.6552720449202272,1.0
graphic,gráfico,0.7197914763469669,grafic,0.6236374821101184,grafico,0.6409719567761639,gráfico,0.6397977379842106,graphique,0.6708191190456424,0.0
greek,griego,0.8408139545158829,greacă,0.7582064945028892,greco,0.8104670253101792,grego,0.8481938090208111,grec,0.8159056557205803,1.0
gross,grueso,0.19683827773094018,gros,0.18442346390594067,grosso,0.21782532443486285,grosso,0.2105500754559019,grosse,0.3407459415391809,1.0
hair,crecer,0.3087509699758296,crește,0.22114851266048566,crescere,0.35239917722841446,crescer,0.2657351674379048,croître,0.23541142841048698,
harmonic,armónico,0.8051243850134998,armonic,0.6855804489796175,armonico,0.639650581383371,harmônico,0.7453887777424143,harmonique,0.7872408545427719,0.0
harmony,armonía,0.7077216393997416,armonie,0.6041859245732983,armonia,0.6543765427363002,harmonia,0.6871417391774411,harmonie,0.677850749839903,1.0
herb,hierba,0.4041475788122498,iarbă,0.3333682395228297,erba,0.3666774365982087,herva,0.26898459854680634,herbe,0.39765820801871266,1.0
hippodrome,hipódromo,0.588004540627406,hipodrom,0.4873492404781987,ippodromo,0.6261246828862351,hipódromo,0.6152638192875022,hippodrome,0.610520636618564,0.0
history,historia,0.7290839366355166,istoria,0.7046883100603771,istoria,0.345250774052698,história,0.701620328848148,histoire,0.6990487438942523,1.0
homicide,hombre,0.30291111570610313,oameni,0.20188778381364536,ome,0.1049770332617627,homem,0.2836412135152727,on,0.1409656368854916,
homicide,hombre,0.30291111570610313,oameni,0.20188778381364536,ome,0.1049770332617627,homem,0.2836412135152727,homme,0.24485879632030685,
homicide,hombre,0.30291111570610313,om,0.16753614969918823,ome,0.1049770332617627,homem,0.2836412135152727,on,0.1409656368854916,
homicide,hombre,0.30291111570610313,om,0.16753614969918823,ome,0.1049770332617627,homem,0.2836412135152727,homme,0.24485879632030685,
honest,honesto,0.7618749757605058,onest,0.6087713190088518,onesto,0.6891072079990684,honesto,0.6939720958346945,honnête,0.7657146196384529,1.0
humble,humilde,0.6179143328019915,umil,0.43277000439492325,umile,0.5977109029951522,humilde,0.6207809740717365,humble,0.6855507892710676,1.0
hyacinth,jacinto,0.2867446184955775,,,giacinto,0.38029212369654547,jacinto,0.31784497225709585,hyacinthe,0.30502309453137516,1.0
hydraulic,hidráulico,0.6720490305906378,hidraulic,0.7075845887707158,idraulico,0.6657643960386537,hidráulico,0.729421408603277,hydraulique,0.6922230994725295,0.0
identity,identidad,0.8241247449693467,identitate,0.7107633804609508,identità,0.8194654183102286,identidade,0.8480881271815294,identité,0.7311510984812668,0.0
impress,imprimir,0.3151723252621886,imprima,0.22293117279749064,imprimere,0.33387987380123973,imprimir,0.3824154105927195,imprimer,0.31467731749718825,0.0
imprint,imprimir,0.3438499520701819,imprima,0.34282073564585436,imprimere,0.24699202542906984,imprimir,0.2844228319393045,imprimer,0.34654558478047426,1.0
in,lino,0.15321452670199945,in,0.4070727584046757,lino,0.1957616400854046,linho,0.19383212748711712,lin,0.1171797795485364,
incest,incesto,0.7521021418134973,incest,0.649829867407835,incesto,0.7323252121202227,incesto,0.7357025004064427,inceste,0.7531816789249675,1.0
industry,industria,0.86158009416645,industrie,0.7050213898994344,industria,0.791144428186896,indústria,0.8254637096078207,industrie,0.8041735324383562,1.0
ingest,ingerir,0.6408183709800744,,,ingerire,0.6025928283671255,ingerir,0.660394762683681,ingérer,0.6368353412524526,0.0
insect,insecto,0.5421353552746027,insectă,0.6588802489825454,insetto,0.6959809336397785,inseto,0.5797709040146154,insecte,0.7082329110267525,0.0
insist,insistir,0.6810852926421405,insista,0.534707444937817,insistere,0.6344092594373162,insistir,0.6769385601561376,insister,0.6857406539964936,0.0
instinct,instinto,0.7344839198351019,instinct,0.564930507064003,istinto,0.6790325882148283,instinto,0.7091560924667635,instinct,0.7415540142617076,1.0
intense,intenso,0.7432331384779969,intens,0.6143567564703354,intenso,0.7116892954797293,intenso,0.7366875468379666,intense,0.7888788051636626,1.0
intern,interno,0.19727089578400017,intern,0.2405920668710997,interno,0.18530232054084705,interno,0.18643696553486247,interne,0.34710779240436795,
intime,íntimo,0.388628985309691,intim,0.33970102517219747,intimo,0.3398565656884044,íntimo,0.3853675835686613,intime,0.43997735465799725,
intrinsic,intrínseco,0.7334290744943479,intrinsec,0.6410876861133172,intrinseco,0.7592301402245661,intrínseco,0.6942315177973878,intrinsèque,0.8163953920011594,-1.0
irony,ironía,0.7884619211771877,ironie,0.644473011042777,ironia,0.7669219182674784,ironia,0.7647666465968845,ironie,0.7604700288989528,0.0
jest,gesto,0.30871368424941725,gest,0.23955687372968523,gesto,0.2665854653392842,gesto,0.30644316133616584,geste,0.26343206064591446,
legend,leyenda,0.7338462869061345,legendă,0.6605701792506758,leggenda,0.6387223175781934,lenda,0.6937859928118394,légende,0.59451963316505,1.0
legion,legión,0.7547960992589307,legiune,0.552207510863249,legione,0.6899467154444257,legião,0.7360110076808026,légion,0.6622317441585325,1.0
lieu,luego,0.18649480865390303,loc,0.20345432580259226,luogo,0.20261221367843682,logo,0.14157059414260786,lieu,0.22522017277212528,
lion,león,0.4128469347546701,leu,0.449396236161903,leone,0.5601261963267664,leão,0.5121139425953775,lion,0.7136782453457681,1.0
liquid,líquido,0.8106527443995394,lichid,0.756016417988113,liquido,0.8038386438462979,líquido,0.7451717277079376,liquide,0.8137669521471648,1.0
long,luengo,0.15208398491815822,lung,0.578655572061277,lungo,0.5837530418941387,longo,0.4443848761586101,long,0.63560451255416,0.0
mace,machuca,0.17635510201506538,măciucă,0.34267903716645737,,,,,massue,0.4837324537425084,1.0
magnanimous,magnánimo,0.5823089204961468,mărinimos,0.4969052147320663,magnanimo,0.7008424950084363,magnânimo,0.6555147928600897,magnanime,0.6550799831091821,0.0
magnificence,magnificencia,0.7941542661146506,,,magnificenza,0.7717425139222039,magnificência,0.7212338759049906,magnificence,0.7763373945017303,-1.0
malice,malicia,0.5887765252961372,,,malizia,0.5204806675174922,malícia,0.618603963625968,malice,0.546237794588763,1.0
mammal,mama,0.2679574120234305,mamă,0.21583787136347313,mamma,0.24981920433699975,,,maman,0.21927014426514216,0.0
mandible,mandíbula,0.7969131102883086,mandibulă,0.6141144504213069,mandibola,0.7569917659038105,mandíbula,0.7497082425658089,mandibule,0.7503009383498183,0.0
manuscript,maniobra,0.08170920515393039,manevră,0.10809014959813983,manovra,0.09248105415191404,manobra,0.04651220118573996,manoeuvre,0.09232997104612004,
marble,mármol,0.8275997557187788,marmură,0.7708820601017734,marmo,0.8137855743797964,mármore,0.8139720029882245,marbre,0.7706798989772687,1.0
maritime,marítimo,0.7095388929171886,maritim,0.6037180835367257,marittimo,0.6302947814708272,marítimo,0.7032184423497575,maritime,0.7338786301325073,0.0
mayor,mayor,0.18185825498284938,major,0.1827455209264286,maggiore,0.11847422825051857,maior,0.16486995095762116,majeur,0.14955561928258368,1.0
medic,médico,0.5852540932096264,medical,0.5054113755345607,medicale,0.4127721055317899,médico,0.593421297872397,médical,0.5220260873832533,
medical,médico,0.6821008610138624,medical,0.7682849120621233,medicale,0.661962175115856,médico,0.6862045957670042,médical,0.7811123146904891,0.0
mediocre,mediocre,0.7632182612029568,mediocru,0.6135614203517029,mediocre,0.720730685590844,medíocre,0.6669458546581882,médiocre,0.7039611425761456,0.0
melancholy,melancolía,0.7302462362547293,melancolie,0.6552474044914587,,,melancolia,0.7428042493440149,mélancolie,0.7242211997278536,1.0
member,miembro,0.8596010619073068,membru,0.7693248282349936,membro,0.8106780276376376,membro,0.840134886743455,membre,0.8034617637407092,1.0
memory,memoria,0.8379967387912228,memorie,0.7000311285995029,memoria,0.7791159450536105,memória,0.8195001998443739,mémoire,0.7473005805023587,1.0
mint,mienta,0.13089376477072204,mentă,0.24724186557875755,menta,0.3617419391074825,menta,0.22931629545768503,menthe,0.39276161189756836,1.0
mix,mestizo,0.26964270491024106,mistreț,0.18485487810264836,meticcio,0.2927918485380944,mestiço,0.21053012771096616,métis,0.21021284706291016,
modern,moderno,0.7198796809401127,modern,0.609523737608578,moderne,0.5598845431746526,moderno,0.6645244216240793,moderne,0.7490508199682555,0.0
modest,modesto,0.585809250211189,modest,0.5391343063414189,modesto,0.5701396576167025,modesto,0.5490074914951824,modeste,0.7043094664690539,0.0
molasses,mel,0.2380816548929387,miere,0.4013286584547141,mele,0.43196325911337846,mel,0.4114148581130724,miel,0.5189607402818902,0.0
monster,monstruo,0.7705921560360797,monstru,0.5765124391702492,mostro,0.700416610904015,monstro,0.7354477859735881,monstre,0.707530223105927,1.0
monument,monumento,0.846708808495771,monument,0.7345246094855581,monumento,0.8418558097075386,monumento,0.8437663310635513,monument,0.7860463998759486,1.0
morbid,mórbido,0.5379701772740518,morbid,0.5565770547464798,morbido,0.22184859473492757,mórbido,0.5944185778396451,morbide,0.6875378446243725,0.0
mount,monte,0.6824642471692739,munte,0.4027453824865535,monte,0.6052354401623545,monte,0.4742869367445388,mont,0.6775218135627121,1.0
name,nombre,0.8540254811500143,nume,0.5709983315449502,nome,0.8032651461989867,nome,0.8621263444280073,nom,0.8398537372029532,
nihilism,nihilismo,0.7817597222183882,nihilism,0.6621481715130749,nichilismo,0.7674555462459195,niilismo,0.7249632721457815,nihilisme,0.7971754877176379,0.0
note,nota,0.33767688551078057,notă,0.5096575905645438,nota,0.35088044639212174,nota,0.39092959536850796,note,0.4655234783561307,1.0
nut,nuez,0.5283451299683554,nucă,0.3480087809550178,noce,0.3684818173624818,noz,0.4719031066399349,noix,0.5246241983550587,
old,alzar,0.16847286262672587,înalt,0.2078321426793149,alto,0.20297655487923,alto,0.18089522394719468,hausser,0.10455222408220742,
olive,oliva,0.5195216843385522,oliv,0.31204924052605526,oliva,0.4759744725308501,oliva,0.4718545594229289,olive,0.6555233055996038,1.0
omit,omitir,0.6884414935169538,omite,0.5275398478856202,omettere,0.6450580766811287,omitir,0.651666326636838,omettre,0.6238934984465464,0.0
omnipotent,omnipotente,0.7835166096774288,omnipotent,0.6206827553612477,onnipotente,0.7477121697720082,onipotente,0.7631749645048912,omnipotent,0.670621323359859,1.0
oppress,oprimir,0.6603872662179298,,,opprimere,0.7128545894332166,oprimir,0.7092482774938996,opprimer,0.7476436078858802,1.0
optimism,óptimo,0.22134431277142375,optim,0.30123480248523177,ottimo,0.2529288886775886,ótimo,0.21306713557776125,optimum,0.26760098524695536,0.0
optimism,óptimo,0.22134431277142375,optim,0.30123480248523177,ottimo,0.2529288886775886,ótimo,0.21306713557776125,optimal,0.2569950475998102,0.0
oral,oral,0.7656932129687992,oral,0.5321703764192803,orale,0.5999096524300441,oral,0.7195564099174766,oral,0.5618785040973668,0.0
orbit,órbita,0.7936923489252142,orbita,0.7595444557130575,orbita,0.7394815994396087,órbita,0.7994620230412341,orbite,0.7271071123353977,-1.0
orgy,orgía,0.6435203681322617,orgie,0.36541669944622013,orgia,0.5294413805117855,orgia,0.5221654775375911,orgie,0.6315570327299086,0.0
orphan,huérfano,0.5659557081977293,orfan,0.5198677340808179,orfano,0.5772765899638503,órfão,0.5447538329696343,orphelin,0.5431145000190679,0.0
pact,pacto,0.7552429760953234,pact,0.6267265171769054,patto,0.7014860255178506,pacto,0.7513580436204232,pacte,0.7559221971041598,-2.0
pallid,pálido,0.5086435017996589,palid,0.4411341765283462,pallido,0.4507612937602867,pálido,0.497185897491788,pâle,0.4878849283854933,0.0
palm,palma,0.4917225618305822,palmă,0.24076827107797746,palma,0.501379966182347,palma,0.4248615744628185,palme,0.48901144396173496,1.0
parapet,pecho,0.3354080432255274,piept,0.28976763077894885,petto,0.37230696602193325,peito,0.3444550755928406,pis,0.10140944762671514,
parent,pariente,0.2772504448782402,părinte,0.41214147218191266,parente,0.29466042692587235,parente,0.3016884529169296,parent,0.4376253084040685,1.0
parish,parroquia,0.755597372403284,parohie,0.6279702444640848,parrocchia,0.7686074127923173,paróquia,0.7681455453525028,paroisse,0.772921289962112,1.0
part,parte,0.7188490445286504,parte,0.6068220090351191,parte,0.6371462021891804,parte,0.7062690359281629,part,0.4221659894903727,1.0
participle,participio,0.7021392043867463,participiu,0.571525961631931,participio,0.7177099252987778,particípio,0.6799205096517177,participe,0.16430744452607068,1.0
pastiche,pastiche,0.6848747621090797,pastișă,0.5515381827309503,pasticcio,0.4389027624969718,pastiche,0.6267893930776052,pastiche,0.6893847744377881,0.0
patience,paciencia,0.7199111369156455,,,pazienza,0.6291440192559615,paciência,0.6407748876280236,patience,0.7068307337350738,1.0
peace,paz,0.7810961054193417,pace,0.6674448141918289,pace,0.7892336700952942,paz,0.7888207732402529,paix,0.8152754665894469,1.0
pectoral,pecho,0.5881234396995431,piept,0.4207030073458274,petto,0.5476830459536071,peito,0.5183335924111198,pis,0.10633650182114966,
pen,peña,0.17070410836176583,pană,0.28120318630874797,penna,0.455287909697471,pena,0.2017872574608813,penne,0.19869041549927402,1.0
pen,peña,0.17070410836176583,pană,0.28120318630874797,penna,0.455287909697471,pena,0.2017872574608813,panne,0.04982346769883544,1.0
penance,penitencia,0.6708719455373735,penitență,0.5737805327865172,penitenza,0.7198296151898692,penitência,0.7362138070052735,pénitence,0.7057209833181072,1.0
penitence,penitencia,0.5961954878238267,penitență,0.5486901327373747,penitenza,0.6900969588336677,penitência,0.6858649093353845,pénitence,0.717599456859614,1.0
penultimate,penúltimo,0.6530202313602024,,,penultimo,0.5822165289073096,penúltimo,0.598072628803946,pénultième,0.6088829439759799,0.0
perfect,perfecto,0.758798215477559,perfect,0.5565585154965214,perfetto,0.6942677982245155,perfeito,0.7342352072240208,parfait,0.6786777904529556,1.0
perfidy,perfidia,0.5596198084872229,,,perfidia,0.5439442889777361,perfídia,0.5605948426978398,perfidie,0.6165649086052674,0.0
period,período,0.7408688141988854,perioadă,0.7286363095003877,periodo,0.7767294828385352,período,0.8042949539317132,période,0.7258671496433123,-2.0
petroleum,piedra,0.17238113576721067,peatră,0.155750129769325,pietra,0.19619925327876755,pedra,0.19059276181957022,pierre,0.11461074167487419,0.0
pew,podio,0.2019683112088978,podium,0.1457065134239198,podio,0.19400109069801313,pódio,0.22195445566388136,podium,0.14859727782022805,
phantasm,fantasma,0.5368747576539147,,,fantasma,0.47957842766678016,fantasma,0.42906879046948404,fantasme,0.4937417654087334,1.0
pharmacy,farmacia,0.7313234263362876,farmacie,0.659511361418472,farmacia,0.7160250188299073,farmácia,0.7150439637323331,pharmacie,0.7684186333306565,-2.0
phrase,frase,0.7990641025939486,frază,0.5649921659785708,frase,0.7404962715955778,frase,0.7656843730916483,phrase,0.730474977678672,0.0
physics,física,0.7328696689776429,fizică,0.7231410673685426,fisica,0.7532891904484978,física,0.7217163709098262,physique,0.7257528357747164,0.0
pitch,pez,0.0782635229768481,păcură,0.2213027508566156,pece,0.2422276228114213,pez,0.1561123458572932,poix,0.16093049094025438,1.0
plastic,plástico,0.7359191361105416,plastic,0.6663241534701914,plastica,0.7383726070305202,plástico,0.7020235135064848,plastic,0.4844039128468397,0.0
plausible,plausible,0.658259944597138,plauzibil,0.5606390497259842,plausibile,0.70429645374154,plausível,0.6361098512119338,plausible,0.6608281438583339,0.0
pneumatic,neumático,0.636986274222233,pneumatic,0.6219366320073982,pneumatico,0.6246667164527862,pneumático,0.7165491043148393,pneumatique,0.6787542273607293,0.0
point,punto,0.6387102442654063,punct,0.5489335395857519,punto,0.644946697015256,ponto,0.6451225135786207,point,0.6343839037036517,1.0
porch,pórtico,0.7114009657518807,portic,0.5615152089326751,portico,0.7608718240030456,pórtico,0.6121213835152111,porche,0.7749737848984152,1.0
porch,pórtico,0.7114009657518807,portic,0.5615152089326751,portico,0.7608718240030456,pórtico,0.6121213835152111,portique,0.600450868633259,1.0
porch,porche,0.707564872081994,portic,0.5615152089326751,portico,0.7608718240030456,pórtico,0.6121213835152111,porche,0.7749737848984152,1.0
porch,porche,0.707564872081994,portic,0.5615152089326751,portico,0.7608718240030456,pórtico,0.6121213835152111,portique,0.600450868633259,1.0
port,puerto,0.6733259477070005,port,0.6363927802570859,porto,0.5911898084555632,porto,0.5096100482772218,port,0.7381028986058804,1.0
portal,puerta,0.31600539406057276,poartă,0.14511695965116037,porta,0.26919679306921646,porta,0.30818138500527076,portail,0.6925375491612983,1.0
possible,posible,0.7180775899752155,posibil,0.651228588993504,possibile,0.6963011816495747,possível,0.7235753763532341,possible,0.7368008487381019,-2.0
potential,potencia,0.4280145941884412,potență,0.5049309445757113,potenza,0.35107354563493964,potência,0.35977996958673575,potence,0.21108265940560578,
powder,polvo,0.5238692942229487,pulbere,0.5202022796801115,polvere,0.6610731247319133,pólvora,0.5156458840086428,poudre,0.7573828705726918,1.0
precursor,precursor,0.7517508792034522,precursor,0.6025926763386786,precursore,0.662423587566692,precursor,0.72266313207034,précurseur,0.6966227712051826,-2.0
prelude,preludio,0.7272672952893507,preludiu,0.6037180880050181,preludio,0.7547408029587375,prelúdio,0.659281663313183,prélude,0.7632724079202148,0.0
presence,presencia,0.8427384159056417,prezență,0.5581523393317666,presenza,0.7385788138982408,presença,0.7912348316199302,présence,0.792253521924953,1.0
president,presidente,0.8681369166804656,președinte,0.7440809669682394,presidente,0.8470516503267624,presidente,0.8648175198048491,président,0.8512735019098073,-2.0
prey,presa,0.44032404313345985,pradă,0.42122112720794275,preda,0.568299683986999,,,proie,0.6011039557042376,1.0
price,prez,0.07002071992651925,preț,0.5696494409758098,prezzo,0.7214491736206207,preço,0.7518590769585694,prix,0.4614431078011595,1.0
pumpkin,pepino,0.48239459656612077,pepene,0.39318107815999936,pepino,0.3166748380712848,pepino,0.43163852518807994,pépin,0.3259369778941748,0.0
pyramid,pirámide,0.7288568798913779,piramidă,0.5338191906348092,piramide,0.6496011041221138,pirâmide,0.7278286778642198,pyramide,0.6672957670347069,0.0
rancid,rancio,0.4604034346891964,,,,,,,rance,0.26615713255107587,0.0
reflex,reflejo,0.4811394948934732,reflex,0.48822332518767664,riflesso,0.4879518962898425,reflexo,0.5204235785380388,réflexe,0.538866550999947,0.0
union,unión,0.6655908055927392,uniune,0.5674609832853834,unione,0.588839025818422,união,0.6313582771032217,union,0.6691420286363332,1.0
vapor,vapor,0.46464980314888904,vapori,0.6589602572976943,vapore,0.531282146362579,vapor,0.49558113113815117,vapeur,0.5100798994964647,1.0
